"SourceUnit","OriginalTestClass","OriginalTestMethod","Status","NexusTest","Notes"
"tcscanner.pas","TTestScanner","TestBraceClose","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerSingleSymbolTokens","NexusPas asserts the right parenthesis symbol token directly."
"tcscanner.pas","TTestScanner","TestMul","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerSingleSymbolTokens","Single-symbol scanner behavior translated to NexusPas symbol token assertions."
"tcscanner.pas","TTestScanner","TestPlus","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerSingleSymbolTokens","Single-symbol scanner behavior translated to NexusPas symbol token assertions."
"tcscanner.pas","TTestScanner","TestComma","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerSingleSymbolTokens","Single-symbol scanner behavior translated to NexusPas symbol token assertions."
"tcscanner.pas","TTestScanner","TestMinus","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerSingleSymbolTokens","Single-symbol scanner behavior translated to NexusPas symbol token assertions."
"tcscanner.pas","TTestScanner","TestDot","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerSingleSymbolTokens","Single-symbol scanner behavior translated to NexusPas symbol token assertions."
"tcscanner.pas","TTestScanner","TestDivision","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerSingleSymbolTokens","Single-symbol scanner behavior translated to NexusPas symbol token assertions."
"tcscanner.pas","TTestScanner","TestColon","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerSingleSymbolTokens","Single-symbol scanner behavior translated to NexusPas symbol token assertions."
"tcscanner.pas","TTestScanner","TestSemicolon","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerSingleSymbolTokens","Single-symbol scanner behavior translated to NexusPas symbol token assertions."
"tcscanner.pas","TTestScanner","TestLessThan","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerSingleSymbolTokens","Single-symbol scanner behavior translated to NexusPas symbol token assertions."
"tcscanner.pas","TTestScanner","TestEqual","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerSingleSymbolTokens","Single-symbol scanner behavior translated to NexusPas symbol token assertions."
"tcscanner.pas","TTestScanner","TestGreaterThan","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerSingleSymbolTokens","Single-symbol scanner behavior translated to NexusPas symbol token assertions."
"tcscanner.pas","TTestScanner","TestAt","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerSingleSymbolTokens","Single-symbol scanner behavior translated to NexusPas symbol token assertions."
"tcscanner.pas","TTestScanner","TestSquaredBraceOpen","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerSingleSymbolTokens","Single-symbol scanner behavior translated to NexusPas symbol token assertions."
"tcscanner.pas","TTestScanner","TestSquaredBraceClose","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerSingleSymbolTokens","Single-symbol scanner behavior translated to NexusPas symbol token assertions."
"tcscanner.pas","TTestScanner","TestCaret","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerSingleSymbolTokens","Single-symbol scanner behavior translated to NexusPas symbol token assertions."
"tcscanner.pas","TTestScanner","TestBackslash","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerSingleSymbolTokens","Single-symbol scanner behavior translated to NexusPas symbol token assertions."
"tcscanner.pas","TTestScanner","TestDotDot","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerNumbersAndCompoundSymbols","Range operator behavior translated to NexusPas compound symbol token."
"tcscanner.pas","TTestScanner","TestAssign","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerNumbersAndCompoundSymbols","Assignment operator behavior translated to NexusPas compound symbol token."
"tcscanner.pas","TTestScanner","TestAssignPlus","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerAssignmentCompoundSymbols","Compound-symbol scanner behavior translated to NexusPas symbol token assertions."
"tcscanner.pas","TTestScanner","TestAssignMinus","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerAssignmentCompoundSymbols","Compound-symbol scanner behavior translated to NexusPas symbol token assertions."
"tcscanner.pas","TTestScanner","TestAssignMul","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerAssignmentCompoundSymbols","Compound-symbol scanner behavior translated to NexusPas symbol token assertions."
"tcscanner.pas","TTestScanner","TestAssignDivision","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerAssignmentCompoundSymbols","Compound-symbol scanner behavior translated to NexusPas symbol token assertions."
"tcscanner.pas","TTestScanner","TestNotEqual","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerNumbersAndCompoundSymbols","Not-equal operator behavior translated to NexusPas compound symbol token."
"tcscanner.pas","TTestScanner","TestLessEqualThan","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerNumbersAndCompoundSymbols","Less-equal operator behavior translated to NexusPas compound symbol token."
"tcscanner.pas","TTestScanner","TestGreaterEqualThan","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerNumbersAndCompoundSymbols","Greater-equal operator behavior translated to NexusPas compound symbol token."
"tcscanner.pas","TTestScanner","TestPower","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerAssignmentCompoundSymbols","Compound-symbol scanner behavior translated to NexusPas symbol token assertions."
"tcscanner.pas","TTestScanner","TestSymmetricalDifference","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerAssignmentCompoundSymbols","Compound-symbol scanner behavior translated to NexusPas symbol token assertions."
"tcscanner.pas","TTestScanner","TestAbsolute","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerKeywordTokens","Keyword token behavior translated to NexusPas keyword classification."
"tcscanner.pas","TTestScanner","TestAnd","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerKeywordTokens","Keyword scanner behavior translated to NexusPas keyword token assertions."
"tcscanner.pas","TTestScanner","TestArray","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerKeywordTokens","Keyword token behavior translated to NexusPas keyword classification."
"tcscanner.pas","TTestScanner","TestAs","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerKeywordTokens","Keyword scanner behavior translated to NexusPas keyword token assertions."
"tcscanner.pas","TTestScanner","TestAsm","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerKeywordTokens","Keyword scanner behavior translated to NexusPas keyword token assertions."
"tcscanner.pas","TTestScanner","TestBegin","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerKeywordTokens","Keyword scanner behavior translated to NexusPas keyword token assertions."
"tcscanner.pas","TTestScanner","TestBitpacked","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerKeywordTokens","Keyword scanner behavior translated to NexusPas keyword token assertions."
"tcscanner.pas","TTestScanner","TestCase","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerKeywordTokens","Keyword scanner behavior translated to NexusPas keyword token assertions."
"tcscanner.pas","TTestScanner","TestClass","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerKeywordTokens","Keyword token behavior translated to NexusPas keyword classification."
"tcscanner.pas","TTestScanner","TestConst","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerKeywordTokens","Keyword scanner behavior translated to NexusPas keyword token assertions."
"tcscanner.pas","TTestScanner","TestConstructor","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerKeywordTokens","Keyword scanner behavior translated to NexusPas keyword token assertions."
